Date,Action,Symbol,Description,Quantity,Price,Fees & Comm,Amount
11/27/2024,Sell to Open,RUN 12/13/2024 10.50 P,PUT SUNRUN INC $10.5 EXP 12/13/24,40,0.01,$26.58 ,$56.67 
11/29/2024,Sell to Open,RGTI 01/17/2025 2.00 P,PUT RIGETTI COMPUTING IN$2 EXP 01/17/25,200,0.02,$132.93 ,$293.35 
12/2/2024,Sell to Open,CELH 12/13/2024 25.50 P,PUT CELSIUS HLDGS INC $25.5 EXP 12/13/24,20,0.01,$13.30 ,$27.34 
12/2/2024,Sell to Open,MSTX 12/20/2024 55.00 P,PUT TIBAL DEF DLY TGT $55 EXP 12/20/24,10,0.22,$6.76 ,$214.66 
12/2/2024,Sell to Open,AAPL 12/20/2024 245.00 C,CALL APPLE INC $245 EXP 12/20/24,5,0.1,$3.34 ,$52.08 
12/2/2024,Buy to Close,AAPL 12/13/2024 235.00 C,CALL APPLE INC $235 EXP 12/13/24,5,0.36,$3.30 ,($180.17)
12/2/2024,Sell to Open,NVDX 12/20/2024 16.00 P,PUT TREX 2X LONG NVDA $16 EXP 12/20/24,20,0.03,$13.31 ,$49.33 
12/2/2024,Sell to Open,SQQQ 12/20/2024 29.50 P,PUT PROSHARES TR $29.5 EXP 12/20/24,50,0.02,$33.24 ,$83.34 
12/3/2024,Sell to Open,ACHR 12/06/2024 6.00 P,PUT ARCHER AVIATION INC $6 EXP 12/06/24,3,0.01,$1.99 ,$1.85 
12/3/2024,Sell to Open,NVDA 12/27/2024 150.00 C,CALL NVIDIA CORP $150 EXP 12/27/24,5,0.08,$3.34 ,$38.58 
12/3/2024,Sell to Open,GME 12/06/2024 26.50 P,PUT GAMESTOP CORP NEW $26.5 EXP 12/06/24,20,0.02,$13.32 ,$34.33 
12/3/2024,Sell to Open,WULF 12/20/2024 6.50 P,PUT TERAWULF INC $6.5 EXP 12/20/24,50,0.02,$33.24 ,$93.34 
12/3/2024,Sell to Open,LCID 12/20/2024 2.00 P,PUT LUCID GROUP INC $2 EXP 12/20/24,100,0.01,$66.41 ,$51.68 
12/3/2024,Sell to Open,INTC 12/27/2024 21.00 P,PUT INTEL CORP $21 EXP 12/27/24,20,0.02,$13.30 ,$41.34 
12/4/2024,Reinvest Shares,VTEB,VANGUARD MUNI BND TAX EXEMPT ETF,2.7489,2.55,,($7.01)
12/4/2024,Cash Dividend,VTEI,VANGUARD INTERMEDIATE TAX BND ETF,,,,$12.81 
12/4/2024,Non-Qualified Div,VCRB,VANGUARD CORE BOND ETF,,,,$5.37 
12/4/2024,Reinvest Dividend,VTEB,VANGUARD MUNI BND TAX EXEMPT ETF,,,,$7.01 
12/5/2024,Sell to Open,SQQQ 12/20/2024 29.00 P,PUT PROSHARES TR $29 EXP 12/20/24,15,0.03,$9.97 ,$37.00 
12/6/2024,Reinvest Shares,SCHP,SCHWAB US TIPS ETF,0.3786,1.32,,($0.50)
12/6/2024,Buy to Close,AAPL 12/20/2024 245.00 C,CALL APPLE INC $245 EXP 12/20/24,5,0.11,$3.30 ,($56.42)
12/6/2024,Buy to Close,SQQQ 12/20/2024 29.00 P,PUT PROSHARES TR $29 EXP 12/20/24,15,0.03,$9.91 ,($44.75)
12/6/2024,Buy to Close,GME 12/06/2024 26.50 P,PUT GAMESTOP CORP NEW $26.5 EXP 12/06/24,20,0,$0.22 ,($1.01)
12/6/2024,Buy to Close,SQQQ 12/13/2024 28.00 P,PUT PROSHARES TR $28 EXP 12/13/24,100,0,$66.10 ,($43.31)
12/6/2024,CD Deposit Funds,69355NFZ3,"PNC BANK, NTNL AS 5.4XXX**MATURED** US",,,,"$2,750.00 "
12/6/2024,CD Deposit Adj,69355NFZ3,"PNC BANK, NTNL AS 5.4XXX**MATURED** US","-55,000",,,$0.00 
12/6/2024,CD Interest,69355NFZ3,"PNC BANK, NTNL AS 5.4XXX**MATURED** US",,,,$74.45 
12/6/2024,Reinvest Dividend,SCHP,SCHWAB US TIPS ETF,,,,$0.50 
12/9/2024,Buy to Close,CELH 12/13/2024 25.50 P,PUT CELSIUS HLDGS INC $25.5 EXP 12/13/24,20,0,$0.22 ,($4.01)
12/9/2024,Buy to Close,SOUN 12/13/2024 6.50 P,PUT SOUNDHOUND AI INC $6.5 EXP 12/13/24,100,0,$1.10 ,($5.06)
12/10/2024,Reinvest Shares,IBM,IBM CORP,0.0313,11.65,,($0.37)
12/10/2024,Foreign Tax Paid,TRI,THOMSON REUTERS CORP F,,,,($0.02)
12/10/2024,Qualified Dividend,TRI,THOMSON REUTERS CORP F,,,,$0.08 
12/10/2024,ADR Mgmt Fee,NICE,NICE LTD FSPONSORED ADR 1 ADR REPS 1 ORD SHS,,,,$0.00 
12/10/2024,Qual Div Reinvest,IBM,IBM CORP,,,,$0.37 
12/12/2024,Reinvest Shares,MSFT,MICROSOFT CORP,0.0065,22.72,,($0.15)
12/12/2024,Sell to Open,KOLD 12/27/2024 50.00 P,PUT PROSHARES ULTRASHORT$50 EXP 12/27/24,5,0.09,$3.33 ,$42.33 
12/12/2024,Qual Div Reinvest,MSFT,MICROSOFT CORP,,,,$0.15 
12/13/2024,Sell to Open,MSTX 12/27/2024 75.00 P,PUT TIBAL DEF DLY TGT $75 EXP 12/27/24,10,0.21,$6.76 ,$209.66 
12/13/2024,Sell to Open,NVDA 01/03/2025 124.00 P,PUT NVIDIA CORP $124 EXP 01/03/25,5,0.08,$3.33 ,$39.58 
12/13/2024,Buy to Close,INTC 12/20/2024 27.50 C,CALL INTEL CORP $27.5 EXP 12/20/24,20,0,$0.22 ,($3.01)
12/13/2024,Reinvest Shares,SSTK,SHUTTERSTOCK INC,0.0227,1.59,,($0.04)
12/13/2024,Buy to Close,RUN 12/13/2024 10.50 P,PUT SUNRUN INC $10.5 EXP 12/13/24,40,0.03,$26.44 ,($105.32)
12/13/2024,Buy to Close,LCID 12/20/2024 2.00 P,PUT LUCID GROUP INC $2 EXP 12/20/24,100,0,$1.10 ,($10.06)
12/13/2024,Qual Div Reinvest,SSTK,SHUTTERSTOCK INC,,,,$0.04 
12/16/2024,Reinvest Shares,GOOGL,ALPHABET INC CLASS A,0.0109,9.72,,($0.11)
12/16/2024,Qual Div Reinvest,GOOGL,ALPHABET INC CLASS A,,,,$0.11 
12/16/2024,Cash Dividend,SCHX,SCHWAB US LARGE CAP ETF,,,,$3.18 
12/17/2024,Sell to Open,MSTX 12/20/2024 84.00 P,PUT TIBAL DEF DLY TGT $84 EXP 12/20/24,10,0.08,$6.68 ,$74.67 
12/17/2024,Sell to Open,BOIL 12/27/2024 36.00 P,PUT PROSHARES TR II ULTR$36 EXP 12/27/24,5,0.02,$3.32 ,$9.83 
12/18/2024,Sell to Open,WULF 12/27/2024 6.50 P,PUT TERAWULF INC $6.5 EXP 12/27/24,100,0.01,$66.46 ,$136.68 
12/18/2024,Sell to Open,INTC 12/27/2024 18.50 P,PUT INTEL CORP $18.5 EXP 12/27/24,40,0.01,$26.56 ,$22.67 
12/19/2024,Buy to Close,RUN 12/20/2024 9.00 P,PUT SUNRUN INC $9 EXP 12/20/24,40,0.01,$26.44 ,($27.32)
12/20/2024,Sell to Open,MSTX 12/20/2024 78.00 P,PUT TIBAL DEF DLY TGT $78 EXP 12/20/24,40,0.03,$26.59 ,$128.67 
12/20/2024,Buy to Close,MSTX 12/20/2024 84.00 P,PUT TIBAL DEF DLY TGT $84 EXP 12/20/24,10,0.5,$6.61 ,($500.33)
12/23/2024,Funds Received,,GOVERNMENT CHECK,,,,$75.00 
12/26/2024,Buy to Close,NVDA 01/03/2025 124.00 P,PUT NVIDIA CORP $124 EXP 01/03/25,5,0.01,$3.30 ,($3.17)
12/27/2024,Reinvest Shares,VTEB,VANGUARD MUNI BND TAX EXEMPT ETF,2.8866,2.5,,($7.22)
12/27/2024,Reinvest Shares,SCHP,SCHWAB US TIPS ETF,0.6236,1.29,,($0.80)
12/27/2024,Reinvest Shares,NVDA,NVIDIA CORP,0.0382,6.79,,($0.26)
12/27/2024,Buy to Close,INTC 12/27/2024 21.00 P,PUT INTEL CORP $21 EXP 12/27/24,20,0.02,$13.22 ,($45.66)
12/27/2024,Reinvest Dividend,VTEB,VANGUARD MUNI BND TAX EXEMPT ETF,,,,$7.22 
12/27/2024,Short Term Cap Gain,VCRB,VANGUARD CORE BOND ETF,,,,$2.06 
12/27/2024,Long Term Cap Gain,VCRB,VANGUARD CORE BOND ETF,,,,$0.11 
12/27/2024,Non-Qualified Div,VCRB,VANGUARD CORE BOND ETF,,,,$5.69 
12/27/2024,Cash Dividend,VTEI,VANGUARD INTERMEDIATE TAX BND ETF,,,,$12.89 
12/27/2024,Qualified Dividend,META,META PLATFORMS INC CLASS A,,,,$0.07 
12/27/2024,Qual Div Reinvest,NVDA,NVIDIA CORP,,,,$0.26 
12/27/2024,Reinvest Dividend,SCHP,SCHWAB US TIPS ETF,,,,$0.80 
12/31/2024,Sell to Open,KOLD 01/17/2025 36.50 P,PUT PROSHARES ULTRASHORT$36.5 EXP 01/17/25,5,0.09,$3.33 ,$42.33 
12/31/2024,Cash Dividend,SQQQ,PROSHARES ULTRAPRO SHORTQQQ ETF,,,,$33.98 
1/2/2025,Sell to Open,INTC 01/31/2025 19.00 P,PUT INTEL CORP $19 EXP 01/31/25,20,0.04,$13.33 ,$83.33 
1/2/2025,Sell to Open,KOLD 01/31/2025 50.00 C,CALL PROSHARES ULTRASHOR$50 EXP 01/31/25,5,0.11,$3.34 ,$52.33 
1/2/2025,Sell to Open,INTC 01/10/2025 19.50 P,PUT INTEL CORP $19.5 EXP 01/10/25,10,0.01,$6.65 ,$11.17 
1/2/2025,Sell to Open,AAPL 01/10/2025 250.00 C,CALL APPLE INC $250 EXP 01/10/25,5,0.03,$3.31 ,$13.83 
1/3/2025,Pr Yr Cash Div,MSTX,DEFIANCE DAILY TRGT 2X LNG MSTR ETF,,,,"$1,082.07 "
1/8/2025,Sell to Open,AAPL 01/31/2025 250.00 C,CALL APPLE INC $250 EXP 01/31/25,5,0.16,$3.36 ,$81.08 
1/8/2025,Buy to Close,AAPL 01/10/2025 250.00 C,CALL APPLE INC $250 EXP 01/10/25,5,0,$0.05 ,($1.00)
1/8/2025,Sell to Open,WULF 01/17/2025 6.50 C,CALL TERAWULF INC $6.5 EXP 01/17/25,100,0.01,$66.42 ,$66.68 
1/10/2025,Sell to Open,MSTX 01/17/2025 33.00 P,PUT TIBAL DEF DLY TGT $33 EXP 01/17/25,5,0.05,$3.32 ,$23.58 
1/10/2025,Buy to Close,KOLD 01/31/2025 50.00 C,CALL PROSHARES ULTRASHOR$50 EXP 01/31/25,5,0.02,$3.30 ,($11.42)
1/10/2025,ADR Mgmt Fee,NNDM,NANO DIMENSION LTD FSPONSORED ADR 1 ADR REPS 1 ORD SHS,,,,($0.01)
1/17/2025,Reinvest Shares,INTU,INTUIT,0.0016,30.43,,($0.05)
1/17/2025,Qual Div Reinvest,INTU,INTUIT,,,,$0.05 
1/21/2025,Sell to Open,INTC 02/14/2025 27.00 C,CALL INTEL CORP $27 EXP 02/14/25,20,0.01,$13.30 ,$28.34 
1/21/2025,Sell to Open,MSTX 01/31/2025 80.00 C,CALL TIBAL DEF DLY TGT $80 EXP 01/31/25,15,0.23,$10.14 ,$336.99 
1/23/2025,Sell to Open,SQQQ 01/31/2025 27.00 P,PUT PROSHARES TR $27 EXP 01/31/25,10,0.03,$6.65 ,$25.17 
1/23/2025,Sell to Open,NVDA 01/31/2025 152.50 C,CALL NVIDIA CORP $152.5 EXP 01/31/25,5,0.06,$3.33 ,$28.08 
1/23/2025,Sell to Open,WULF 01/31/2025 7.00 C,CALL TERAWULF INC $7 EXP 01/31/25,100,0.01,$66.44 ,$111.68 
1/24/2025,Sell to Open,RUN 02/28/2025 16.00 C,CALL SUNRUN INC $16 EXP 02/28/25,20,0.01,$13.29 ,$9.34 
1/24/2025,Sell to Open,KOLD 01/31/2025 39.00 C,CALL PROSHARES ULTRASHOR$39 EXP 01/31/25,10,0.02,$6.65 ,$19.67 
1/24/2025,Sell to Open,RUN 02/07/2025 9.50 P,PUT SUNRUN INC $9.5 EXP 02/07/25,20,0.02,$13.30 ,$29.34 
1/27/2025,Sell to Open,MSTX 01/31/2025 40.00 P,PUT TIBAL DEF DLY TGT $40 EXP 01/31/25,10,0.07,$6.68 ,$67.17 
1/29/2025,Sell to Open,QBTS 01/31/2025 5.00 P,PUT D-WAVE QUANTUM INC $5 EXP 01/31/25,56,0,$37.19 ,$17.74 
1/29/2025,Sell to Open,RUN 01/31/2025 9.00 P,PUT SUNRUN INC $9 EXP 01/31/25,200,0,$132.81 ,$83.36 
1/29/2025,Sell to Open,NVDA 02/07/2025 115.00 P,PUT NVIDIA CORP $115 EXP 02/07/25,5,0.06,$3.33 ,$30.83 
1/29/2025,Sell to Open,WULF 02/07/2025 4.00 P,PUT TERAWULF INC $4 EXP 02/07/25,50,0.01,$33.21 ,$33.34 
1/30/2025,Sell to Open,KOLD 02/07/2025 39.50 C,CALL PROSHARES ULTRASHOR$39.5 EXP 02/07/25,10,0.16,$6.73 ,$157.06 
1/30/2025,Buy to Close,KOLD 01/31/2025 39.00 C,CALL PROSHARES ULTRASHOR$39 EXP 01/31/25,10,0.1,$6.61 ,($102.83)
1/30/2025,CD Deposit Funds,94768NNX8,"WEBSTER BANK, N. 4.45XXX**MATURED** US",,,,"$5,000.00 "
1/30/2025,CD Deposit Adj,94768NNX8,"WEBSTER BANK, N. 4.45XXX**MATURED** US","-100,000",,,$0.00 
1/30/2025,CD Interest,94768NNX8,"WEBSTER BANK, N. 4.45XXX**MATURED** US",,,,$56.08 
2/5/2025,Reinvest Shares,VTEB,VANGUARD MUNI BND TAX EXEMPT ETF,2.8132,2.52,,($7.09)
2/5/2025,Buy to Close,KOLD 02/07/2025 39.50 C,CALL PROSHARES ULTRASHOR$39.5 EXP 02/07/25,10,0.02,$6.61 ,($15.33)
2/5/2025,Non-Qualified Div,VCRB,VANGUARD CORE BOND ETF,,,,$6.04 
2/5/2025,Cash Dividend,VTEI,VANGUARD INTERMEDIATE TAX BND ETF,,,,$11.97 
2/5/2025,Reinvest Dividend,VTEB,VANGUARD MUNI BND TAX EXEMPT ETF,,,,$7.09 
2/6/2025,Buy to Close,RUN 02/07/2025 9.50 P,PUT SUNRUN INC $9.5 EXP 02/07/25,20,0.05,$13.22 ,($100.66)
2/6/2025,Sell to Open,RUN 02/28/2025 8.00 P,PUT SUNRUN INC $8 EXP 02/28/25,40,0.03,$26.61 ,$110.67 
2/6/2025,Buy to Open,INTC 02/07/2025 19.00 C,CALL INTEL CORP $19 EXP 02/07/25,20,0.03,$13.22 ,($60.66)
2/6/2025,Sell,TRI,THOMSON REUTERS CORP F,2.808,8.8,$0.01 ,$24.71 
2/7/2025,Buy to Close,INTC 02/14/2025 27.00 C,CALL INTEL CORP $27 EXP 02/14/25,20,0,$0.22 ,($1.01)
2/7/2025,Sell to Open,KOLD 02/21/2025 27.00 P,PUT PROSHARES ULTRASHORT$27 EXP 02/21/25,20,0.03,$13.31 ,$54.33 
2/7/2025,Sell to Open,SQQQ 02/21/2025 27.50 P,PUT PROSHARES TR $27.5 EXP 02/21/25,20,0.03,$13.31 ,$58.33 
2/7/2025,Sell to Open,MSTX 02/07/2025 43.00 P,PUT TIBAL DEF DLY TGT $43 EXP 02/07/25,20,0.01,$13.29 ,$19.34 
2/7/2025,Sell to Open,INTC 02/14/2025 18.50 P,PUT INTEL CORP $18.5 EXP 02/14/25,40,0.01,$26.57 ,$42.67 
2/7/2025,Sell to Close,INTC 02/07/2025 19.00 C,CALL INTEL CORP $19 EXP 02/07/25,20,0.01,$13.29 ,$15.34 
2/12/2025,Sell to Open,NVDA 02/28/2025 150.00 C,CALL NVIDIA CORP $150 EXP 02/28/25,5,0.09,$3.34 ,$46.33 
2/12/2025,Sell to Open,INTC 03/21/2025 25.00 C,CALL INTEL CORP $25 EXP 03/21/25,30,0.03,$19.96 ,$95.15 
2/13/2025,Reinvest Shares,AAPL,APPLE INC,0.5249,11.92,,($6.26)
2/13/2025,Qual Div Reinvest,AAPL,APPLE INC,,,,$6.26 
2/14/2025,Qualified Dividend,ACN,ACCENTURE PLC IRELAND FCLASS A,,,,$0.14 
2/14/2025,Sell to Open,KOLD 02/28/2025 26.00 P,PUT PROSHARES ULTRASHORT$26 EXP 02/28/25,20,0.07,$13.36 ,$137.33 
2/14/2025,Buy to Close,KOLD 02/21/2025 27.00 P,PUT PROSHARES ULTRASHORT$27 EXP 02/21/25,20,0.07,$13.22 ,($140.66)
2/14/2025,Sell to Open,BOIL 02/21/2025 68.00 P,PUT PROSHARES TR II ULTR$68 EXP 02/21/25,5,0.05,$3.32 ,$26.58 
2/14/2025,Sell to Open,MSTX 02/21/2025 54.00 C,CALL TIBAL DEF DLY TGT $54 EXP 02/21/25,35,0.02,$23.27 ,$77.59 
2/14/2025,Sell to Open,WULF 03/14/2025 6.50 C,CALL TERAWULF INC $6.5 EXP 03/14/25,100,0.01,$66.41 ,$56.68 
2/14/2025,Sell to Open,AAPL 02/28/2025 250.00 C,CALL APPLE INC $250 EXP 02/28/25,5,0.1,$3.34 ,$47.33 
2/18/2025,Sell to Open,LCID 02/28/2025 3.00 P,PUT LUCID GROUP INC $3 EXP 02/28/25,100,0.01,$66.42 ,$61.68 
2/18/2025,Sell to Open,MSTX 02/21/2025 39.00 P,PUT TIBAL DEF DLY TGT $39 EXP 02/21/25,20,0.05,$13.33 ,$89.33 
2/18/2025,Buy to Close,MSTX 02/21/2025 54.00 C,CALL TIBAL DEF DLY TGT $54 EXP 02/21/25,35,0.01,$23.13 ,($22.16)
2/19/2025,Foreign Tax Paid,WIT,WIPRO LTD FSPONSORED ADR 1 ADR REPS 1 ORD SHS,,,,($0.04)
2/19/2025,Qualified Dividend,WIT,WIPRO LTD FSPONSORED ADR 1 ADR REPS 1 ORD SHS,,,,$0.40 
2/24/2025,Sell to Open,SQQQ 02/28/2025 27.00 P,PUT PROSHARES TR $27 EXP 02/28/25,8,0.01,$5.31 ,$5.33 
2/24/2025,Sell to Open,KOLD 02/28/2025 22.00 P,PUT PROSHARES ULTRASHORT$22 EXP 02/28/25,20,0.04,$13.32 ,$78.33 
2/25/2025,Funds Received,,FUNDS RECEIVED,,,,$714.00 
2/25/2025,Sell to Open,WULF 02/28/2025 3.00 P,PUT TERAWULF INC $3 EXP 02/28/25,100,0,$66.39 ,$21.68 
2/25/2025,Sell to Open,LCID 02/28/2025 2.50 P,PUT LUCID GROUP INC $2.5 EXP 02/28/25,100,0.01,$66.42 ,$61.68 
2/25/2025,Sell to Open,MSTX 02/28/2025 20.00 P,PUT TIBAL DEF DLY TGT $20 EXP 02/28/25,50,0.03,$33.27 ,$148.34 
2/25/2025,Sell to Open,NVDA 02/28/2025 105.00 P,PUT NVIDIA CORP $105 EXP 02/28/25,10,0.03,$6.66 ,$28.67 
2/27/2025,Buy to Close,AAPL 02/28/2025 250.00 C,CALL APPLE INC $250 EXP 02/28/25,5,0,$3.30 ,($1.92)
3/3/2025,Reinvest Shares,COF,CAPITAL ONE FINL CORP,0.0101,9.99,,($0.10)
3/3/2025,Qual Div Reinvest,COF,CAPITAL ONE FINL CORP,,,,$0.10 
3/4/2025,Sell to Open,MSTX 03/14/2025 48.00 C,CALL TIBAL DEF DLY TGT $48 EXP 03/14/25,55,0.02,$36.55 ,$94.42 
3/4/2025,Sell to Open,NVDA 03/07/2025 123.00 C,CALL NVIDIA CORP $123 EXP 03/07/25,5,0.03,$3.32 ,$16.08 
3/4/2025,Buy,OXY,OCCIDENTAL PETE CORP,"1,000",2.29,,"($2,288.00)"
3/5/2025,Reinvest Shares,VTEB,VANGUARD MUNI BND TAX EXEMPT ETF,2.9533,2.52,,($7.43)
3/5/2025,Sell to Open,SQQQ 03/21/2025 44.00 C,CALL PROSHARES TR $44 EXP 03/21/25,8,0.02,$5.32 ,$18.53 
3/5/2025,Sell to Open,OXY 03/07/2025 46.00 C,CALL OCCIDENTAL PETE COR$46 EXP 03/07/25,10,0.01,$6.65 ,$11.17 
3/5/2025,Sell to Open,LCID 03/21/2025 3.00 C,CALL LUCID GROUP INC $3 EXP 03/21/25,200,0,$132.78 ,$23.36 
3/5/2025,Buy to Close,AAPL 03/07/2025 240.00 C,CALL APPLE INC $240 EXP 03/07/25,5,0.02,$3.30 ,($8.92)
3/5/2025,Sell to Open,KOLD 03/07/2025 16.50 P,PUT PROSHARES ULTRASHORT$16.5 EXP 03/07/25,30,0.01,$19.93 ,$36.50 
3/5/2025,Sell to Open,AAPL 03/07/2025 240.00 C,CALL APPLE INC $240 EXP 03/07/25,5,0.07,$3.33 ,$32.58 
3/5/2025,MoneyLink Transfer,,"Tfr JPMORGAN CHASE BAN, SMART ANALYTICS",,,,"($4,925.00)"
3/5/2025,Reinvest Dividend,VTEB,VANGUARD MUNI BND TAX EXEMPT ETF,,,,$7.43 
3/5/2025,Cash Dividend,VTEI,VANGUARD INTERMEDIATE TAX BND ETF,,,,$13.02 
3/5/2025,Non-Qualified Div,VCRB,VANGUARD CORE BOND ETF,,,,$5.22 
3/6/2025,Buy to Close,NVDA 03/07/2025 123.00 C,CALL NVIDIA CORP $123 EXP 03/07/25,5,0,$0.05 ,($1.25)
3/6/2025,Buy to Close,INTC 03/21/2025 25.00 C,CALL INTEL CORP $25 EXP 03/21/25,30,0.01,$19.83 ,($20.49)
3/7/2025,Reinvest Shares,SCHP,SCHWAB US TIPS ETF,0.0835,1.33,,($0.11)
3/7/2025,Reinvest Dividend,SCHP,SCHWAB US TIPS ETF,,,,$0.11 
3/10/2025,Reinvest Shares,IBM,IBM CORP,0.0278,13.22,,($0.37)
3/10/2025,Qual Div Reinvest,IBM,IBM CORP,,,,$0.37 
3/11/2025,Sell to Open,NVDA 03/14/2025 123.00 C,CALL NVIDIA CORP $123 EXP 03/14/25,5,0.01,$3.31 ,$7.08 
3/11/2025,Sell to Open,INTC 03/28/2025 25.00 C,CALL INTEL CORP $25 EXP 03/28/25,24,0.01,$15.94 ,$16.00 
3/11/2025,Wire Sent,,WIRED FUNDS DISBURSED,,,,"($28,267.45)"
3/11/2025,Misc Cash Entry,,WAIVE WIRE FEE,,,,$0.75 
3/11/2025,Service Fee,,WIRED FUNDS FEE,,,,($0.75)
3/12/2025,Buy to Open,KOLD 03/14/2025 20.50 C,CALL PROSHARES ULTRASHOR$20.5 EXP 03/14/25,2,0.02,$1.32 ,($4.57)
3/12/2025,Sell to Open,TSLA 03/14/2025 225.00 P,PUT TESLA INC $225 EXP 03/14/25,5,0.06,$3.33 ,$31.83 
3/12/2025,Sell to Open,UVIX 03/14/2025 38.00 P,PUT 2X LONG VIX FUTURES $38 EXP 03/14/25,10,0.02,$6.65 ,$23.67 
3/13/2025,Reinvest Shares,MSFT,MICROSOFT CORP,0.0077,19.13,,($0.15)
3/13/2025,Buy to Close,UVIX 03/14/2025 38.00 P,PUT 2X LONG VIX FUTURES $38 EXP 03/14/25,10,0,$6.61 ,($3.33)
3/13/2025,Sell to Open,AAPL 03/21/2025 225.00 C,CALL APPLE INC $225 EXP 03/21/25,5,0.05,$3.32 ,$23.08 
