Date,Action,Symbol,Description,Quantity,Price,Fees & Comm,Amount
3/13/2025,Buy to Close,WULF 03/14/2025 6.50 C,CALL TERAWULF INC $6.5 EXP 03/14/25,100,0,$1.10 ,($5.06)
3/13/2025,Qual Div Reinvest,MSFT,MICROSOFT CORP,,,,$0.15 
3/17/2025,Funds Received,,FUNDS RECEIVED,,,,$25.10 
3/17/2025,Reinvest Shares,GOOGL,ALPHABET INC CLASS A,0.0129,8.27,,($0.11)
3/17/2025,Qual Div Reinvest,GOOGL,ALPHABET INC CLASS A,,,,$0.11 
3/18/2025,Buy to Close,AAPL 03/21/2025 225.00 C,CALL APPLE INC $225 EXP 03/21/25,5,0.01,$3.30 ,($4.17)
3/20/2025,Reinvest Shares,SSTK,SHUTTERSTOCK INC,0.0413,0.97,,($0.04)
3/20/2025,Qual Div Reinvest,SSTK,SHUTTERSTOCK INC,,,,$0.04 
3/24/2025,Journaled Shares,MSTX,DEFIANCE DAILY TRGT 2X LNG MSTR ETF,"2,000",1.76,,$0.00 
3/24/2025,Journaled Shares,KOLD,PROSHARES ULTRASHORT BLMNAT ETF,"2,000",1.07,,$0.00 
3/24/2025,Journaled Shares,WULF,TERAWULF INC,"5,000",0.17,,$0.00 
3/24/2025,Sell to Open,RUN 05/16/2025 10.00 C,CALL SUNRUN INC $10 EXP 05/16/25,60,0.01,$39.85 ,$40.01 
3/24/2025,Sell to Open,SQQQ 04/17/2025 43.00 C,CALL PROSHARES TR $43 EXP 04/17/25,8,0.02,$5.32 ,$18.53 
3/24/2025,Sell to Open,MSTX 04/04/2025 50.00 C,CALL TIBAL DEF DLY TGT $50 EXP 04/04/25,55,0.02,$36.56 ,$108.17 
3/25/2025,Sell to Open,UVIX 03/28/2025 28.00 P,PUT 2X LONG VIX FUTURES $28 EXP 03/28/25,10,0.02,$6.65 ,$23.17 
3/25/2025,Sell to Open,AAPL 04/17/2025 230.00 C,CALL APPLE INC $230 EXP 04/17/25,5,0.13,$3.34 ,$62.33 
3/25/2025,Sell,COF,CAPITAL ONE FINL CORP,3.3715,9.25,$0.02 ,$31.19 
3/26/2025,Sell to Open,KOLD 04/04/2025 25.00 C,CALL PROSHARES ULTRASHOR$25 EXP 04/04/25,50,0.03,$33.27 ,$148.34 
3/26/2025,Qualified Dividend,META,META PLATFORMS INC CLASS A,,,,$0.07 
3/28/2025,Sell to Close,SVIX 04/04/2025 20.00 P,PUT 1X SHRT VIX FUTRS $20 EXP 04/04/25,10,0.04,$6.66 ,$34.67 
3/28/2025,Sell to Open,TSLA 04/04/2025 220.00 P,PUT TESLA INC $220 EXP 04/04/25,5,0.07,$3.33 ,$36.08 
3/28/2025,Buy to Open,KOLD 04/11/2025 23.00 C,CALL PROSHARES ULTRASHOR$23 EXP 04/11/25,5,0.06,$3.30 ,($32.17)
3/28/2025,Buy to Open,SVIX 04/04/2025 20.00 P,PUT 1X SHRT VIX FUTRS $20 EXP 04/04/25,10,0.02,$6.61 ,($23.83)
3/28/2025,Sell to Open,NVDA 04/04/2025 100.00 P,PUT NVIDIA CORP $100 EXP 04/04/25,5,0.03,$3.32 ,$14.83 
3/28/2025,Buy to Close,UVIX 03/28/2025 28.00 P,PUT 2X LONG VIX FUTURES $28 EXP 03/28/25,10,0,$0.11 ,($0.51)
3/31/2025,Cash Dividend,SCHX,SCHWAB US LARGE CAP ETF,,,,$2.68 
3/31/2025,Journal,,JOURNAL TO ...864,,,,"($2,325.00)"
01/13/2025 as of 01/10/2025,Buy,INTC,INTEL CORP,"1,000",0.98,,($975.00)
01/13/2025 as of 01/10/2025,Assigned,INTC 01/10/2025 19.50 P,PUT INTEL CORP $19.5 EXP 01/10/25,10,,,$0.00 
01/16/2025 as of 01/15/2025,Bank Interest,,BANK INT ...525 SCHWAB PREMIER BANK,,,,$0.58 
01/16/2025 as of 01/15/2025,Bank Interest,,BANK INT ...525 SCHWAB BANK,,,,$1.88 
01/17/2025 as of 01/16/2025,Assigned,KOLD 01/17/2025 36.50 P,PUT PROSHARES ULTRASHORT$36.5 EXP 01/17/25,5,,,$0.00 
01/17/2025 as of 01/16/2025,Buy,KOLD,PROSHARES ULTRASHORT BLMNAT ETF,500,1.83,,($912.50)
01/21/2025 as of 01/17/2025,Expired,MSTX 01/17/2025 33.00 P,PUT TIBAL DEF DLY TGT $33 EXP 01/17/25,5,,,$0.00 
01/21/2025 as of 01/17/2025,Expired,WULF 01/17/2025 6.50 C,CALL TERAWULF INC $6.5 EXP 01/17/25,100,,,$0.00 
01/21/2025 as of 01/17/2025,Expired,RGTI 01/17/2025 2.00 P,PUT RIGETTI COMPUTING IN$2 EXP 01/17/25,200,,,$0.00 
02/03/2025 as of 01/31/2025,Expired,MSTX 01/31/2025 80.00 C,CALL TIBAL DEF DLY TGT $80 EXP 01/31/25,15,,,$0.00 
02/03/2025 as of 01/31/2025,Expired,MSTX 01/31/2025 40.00 P,PUT TIBAL DEF DLY TGT $40 EXP 01/31/25,10,,,$0.00 
02/03/2025 as of 01/31/2025,Expired,WULF 01/31/2025 7.00 C,CALL TERAWULF INC $7 EXP 01/31/25,100,,,$0.00 
02/03/2025 as of 01/31/2025,Expired,SQQQ 01/31/2025 27.00 P,PUT PROSHARES TR $27 EXP 01/31/25,10,,,$0.00 
02/03/2025 as of 01/31/2025,Expired,RUN 01/31/2025 9.00 P,PUT SUNRUN INC $9 EXP 01/31/25,200,,,$0.00 
02/03/2025 as of 01/31/2025,Expired,QBTS 01/31/2025 5.00 P,PUT D-WAVE QUANTUM INC $5 EXP 01/31/25,56,,,$0.00 
02/03/2025 as of 01/31/2025,Expired,NVDA 01/31/2025 152.50 C,CALL NVIDIA CORP $152.5 EXP 01/31/25,5,,,$0.00 
02/03/2025 as of 01/31/2025,Expired,INTC 01/31/2025 19.00 P,PUT INTEL CORP $19 EXP 01/31/25,20,,,$0.00 
02/03/2025 as of 01/31/2025,Expired,AAPL 01/31/2025 250.00 C,CALL APPLE INC $250 EXP 01/31/25,5,,,$0.00 
02/10/2025 as of 02/07/2025,Buy,MSTX,DEFIANCE DAILY TRGT 2X LNG MSTR ETF,"2,000",2.15,,"($4,300.00)"
02/10/2025 as of 02/07/2025,Expired,NVDA 02/07/2025 115.00 P,PUT NVIDIA CORP $115 EXP 02/07/25,5,,,$0.00 
02/10/2025 as of 02/07/2025,Expired,WULF 02/07/2025 4.00 P,PUT TERAWULF INC $4 EXP 02/07/25,50,,,$0.00 
02/10/2025 as of 02/07/2025,Assigned,MSTX 02/07/2025 43.00 P,PUT TIBAL DEF DLY TGT $43 EXP 02/07/25,20,,,$0.00 
02/18/2025 as of 02/14/2025,Expired,INTC 02/14/2025 18.50 P,PUT INTEL CORP $18.5 EXP 02/14/25,40,,,$0.00 
02/18/2025 as of 02/15/2025,Bank Interest,,BANK INT ...525 SCHWAB PREMIER BANK,,,,$0.53 
02/18/2025 as of 02/15/2025,Bank Interest,,BANK INT ...525 SCHWAB BANK,,,,$1.58 
02/24/2025 as of 02/21/2025,Expired,SQQQ 02/21/2025 27.50 P,PUT PROSHARES TR $27.5 EXP 02/21/25,20,,,$0.00 
02/24/2025 as of 02/21/2025,Expired,BOIL 02/21/2025 68.00 P,PUT PROSHARES TR II ULTR$68 EXP 02/21/25,5,,,$0.00 
02/24/2025 as of 02/21/2025,Assigned,MSTX 02/21/2025 39.00 P,PUT TIBAL DEF DLY TGT $39 EXP 02/21/25,20,,,$0.00 
02/24/2025 as of 02/21/2025,Buy,MSTX,DEFIANCE DAILY TRGT 2X LNG MSTR ETF,"2,000",1.95,,"($3,900.00)"
02/28/2025 as of 02/27/2025,Assigned,KOLD 02/28/2025 26.00 P,PUT PROSHARES ULTRASHORT$26 EXP 02/28/25,18,,,$0.00 
02/28/2025 as of 02/27/2025,Buy,KOLD,PROSHARES ULTRASHORT BLMNAT ETF,"1,800",1.3,,"($2,340.00)"
03/03/2025 as of 02/28/2025,Expired,MSTX 02/28/2025 20.00 P,PUT TIBAL DEF DLY TGT $20 EXP 02/28/25,50,,,$0.00 
03/03/2025 as of 02/28/2025,Expired,KOLD 02/28/2025 22.00 P,PUT PROSHARES ULTRASHORT$22 EXP 02/28/25,20,,,$0.00 
03/03/2025 as of 02/28/2025,Expired,NVDA 02/28/2025 105.00 P,PUT NVIDIA CORP $105 EXP 02/28/25,10,,,$0.00 
03/03/2025 as of 02/28/2025,Expired,WULF 02/28/2025 3.00 P,PUT TERAWULF INC $3 EXP 02/28/25,100,,,$0.00 
03/03/2025 as of 02/28/2025,Expired,SQQQ 02/28/2025 27.00 P,PUT PROSHARES TR $27 EXP 02/28/25,8,,,$0.00 
03/03/2025 as of 02/28/2025,Expired,RUN 02/28/2025 16.00 C,CALL SUNRUN INC $16 EXP 02/28/25,20,,,$0.00 
03/03/2025 as of 02/28/2025,Expired,NVDA 02/28/2025 150.00 C,CALL NVIDIA CORP $150 EXP 02/28/25,5,,,$0.00 
03/03/2025 as of 02/28/2025,Assigned,KOLD 02/28/2025 26.00 P,PUT PROSHARES ULTRASHORT$26 EXP 02/28/25,2,,,$0.00 
03/03/2025 as of 02/28/2025,Assigned,LCID 02/28/2025 2.50 P,PUT LUCID GROUP INC $2.5 EXP 02/28/25,100,,,$0.00 
03/03/2025 as of 02/28/2025,Assigned,LCID 02/28/2025 3.00 P,PUT LUCID GROUP INC $3 EXP 02/28/25,100,,,$0.00 
03/03/2025 as of 02/28/2025,Assigned,RUN 02/28/2025 8.00 P,PUT SUNRUN INC $8 EXP 02/28/25,40,,,$0.00 
03/03/2025 as of 02/28/2025,Buy,KOLD,PROSHARES ULTRASHORT BLMNAT ETF,200,1.3,,($260.00)
03/03/2025 as of 02/28/2025,Buy,LCID,LUCID GROUP INC,"10,000",0.13,,"($1,250.00)"
03/03/2025 as of 02/28/2025,Buy,LCID,LUCID GROUP INC,"10,000",0.15,,"($1,500.00)"
03/03/2025 as of 02/28/2025,Buy,RUN,SUNRUN INC,"4,000",0.4,,"($1,600.00)"
03/10/2025 as of 03/07/2025,Sell,OXY,OCCIDENTAL PETE CORP,"1,000",2.3,$1.45 ,"$2,299.93 "
03/10/2025 as of 03/07/2025,Expired,KOLD 03/07/2025 16.50 P,PUT PROSHARES ULTRASHORT$16.5 EXP 03/07/25,30,,,$0.00 
03/10/2025 as of 03/07/2025,Assigned,OXY 03/07/2025 46.00 C,CALL OCCIDENTAL PETE COR$46 EXP 03/07/25,10,,,$0.00 
03/11/2025 as of 03/10/2025,MoneyLink Transfer,,"Tfr JPMorgan Chase Ban, SMART ANALYTICS",,,,"$4,850.00 "
03/13/2024 as of 03/12/2024,MoneyLink Transfer,,Tfr TD BANK,,,,"$4,945.00 "
03/17/2025 as of 03/14/2025,Expired,KOLD 03/14/2025 20.50 C,CALL PROSHARES ULTRASHOR$20.5 EXP 03/14/25,-2,,,$0.00 
03/17/2025 as of 03/14/2025,Expired,TSLA 03/14/2025 225.00 P,PUT TESLA INC $225 EXP 03/14/25,5,,,$0.00 
03/17/2025 as of 03/14/2025,Expired,NVDA 03/14/2025 123.00 C,CALL NVIDIA CORP $123 EXP 03/14/25,5,,,$0.00 
03/17/2025 as of 03/14/2025,Expired,MSTX 03/14/2025 48.00 C,CALL TIBAL DEF DLY TGT $48 EXP 03/14/25,55,,,$0.00 
03/17/2025 as of 03/15/2025,Bank Interest,,BANK INT ...525 SCHWAB BANK,,,,$0.97 
03/17/2025 as of 03/15/2025,Bank Interest,,BANK INT ...525 SCHWAB PREMIER BANK,,,,$0.47 
03/18/2024 as of 03/15/2024,Bank Interest,,BANK INT ...524 SCHWAB PREMIER BANK,,,,$0.17 
03/18/2024 as of 03/15/2024,MoneyLink Transfer,,Tfr TD BANK,,,,"$4,935.00 "
03/24/2025 as of 03/21/2025,Expired,SQQQ 03/21/2025 44.00 C,CALL PROSHARES TR $44 EXP 03/21/25,8,,,$0.00 
03/24/2025 as of 03/21/2025,Expired,LCID 03/21/2025 3.00 C,CALL LUCID GROUP INC $3 EXP 03/21/25,200,,,$0.00 
03/31/2025 as of 03/28/2025,Expired,INTC 03/28/2025 25.00 C,CALL INTEL CORP $25 EXP 03/28/25,24,,,$0.00 
04/16/2024 as of 04/15/2024,Bank Interest,,BANK INT ...524 SCHWAB PREMIER BANK,,,,$0.84 
05/16/2024 as of 05/15/2024,Bank Interest,,BANK INT ...524 SCHWAB PREMIER BANK,,,,$0.37 
06/03/2024 as of 06/01/2024,Qual Div Reinvest,INTC,INTEL CORP,,,,$0.10 
06/06/2024 as of 06/05/2024,MoneyLink Transfer,,Tfr TD BANK,,,,"$4,985.00 "
06/10/2024 as of 06/07/2024,Stock Split,NVDA,NVIDIA CORP,16,6.04,,$0.00 
06/13/2024 as of 06/10/2024,Stock Split,NVDA,NVIDIA CORP,0.6833,6.26,,$0.00 
06/13/2024 as of 06/12/2024,MoneyLink Transfer,,Tfr TD BANK,,,,"$4,992.50 "
06/17/2024 as of 06/15/2024,Bank Interest,,BANK INT ...524 SCHWAB PREMIER BANK,,,,$3.05 
06/17/2024 as of 06/15/2024,Bank Interest,,BANK INT ...524 SCHWAB BANK,,,,$0.25 
07/16/2024 as of 07/15/2024,Bank Interest,,BANK INT ...524 SCHWAB PREMIER BANK,,,,$4.58 
07/16/2024 as of 07/15/2024,Bank Interest,,BANK INT ...524 SCHWAB BANK,,,,$2.18 
08/16/2024 as of 08/15/2024,Bank Interest,,BANK INT ...524 SCHWAB PREMIER BANK,,,,$2.95 
08/16/2024 as of 08/15/2024,Bank Interest,,BANK INT ...524 SCHWAB BANK,,,,$1.73 
09/03/2024 as of 09/01/2024,Qual Div Reinvest,INTC,INTEL CORP,,,,$0.10 
09/16/2024 as of 08/09/2024,Misc Cash Entry,,REV RETURN CHECK FEE,,,,$1.25 
09/16/2024 as of 09/15/2024,Bank Interest,,BANK INT ...524 SCHWAB PREMIER BANK,,,,$3.30 
09/16/2024 as of 09/15/2024,Bank Interest,,BANK INT ...524 SCHWAB BANK,,,,$0.15 
09/23/2024 as of 09/20/2024,Expired,AI 09/20/2024 21.50 P,PUT C3 AI INC $21.5 EXP 09/20/24,40,,,$0.00 
09/23/2024 as of 09/20/2024,Expired,INTC 09/20/2024 19.00 P,PUT INTEL CORP $19 EXP 09/20/24,50,,,$0.00 
09/26/2024 as of 09/25/2024,MoneyLink Transfer,,Tfr TD BANK,,,,"$4,992.50 "
09/30/2024 as of 09/27/2024,Expired,RUN 09/27/2024 18.00 P,PUT SUNRUN INC $18 EXP 09/27/24,30,,,$0.00 
09/30/2024 as of 09/27/2024,Expired,RIVN 09/27/2024 11.00 P,PUT RIVIAN AUTOMOTIVE IN$11 EXP 09/27/24,40,,,$0.00 
09/30/2024 as of 09/27/2024,Expired,NVDA 09/27/2024 113.00 P,PUT NVIDIA CORP $113 EXP 09/27/24,5,,,$0.00 
10/01/2024 as of 09/30/2024,MoneyLink Transfer,,Tfr TD BANK,,,,"$4,997.50 "
10/07/2024 as of 10/04/2024,Expired,SMCI 10/04/2024 38.00 P,PUT SUPER MICRO COMPUTER$38 EXP 10/04/24,10,,,$0.00 
10/07/2024 as of 10/04/2024,Expired,RIVN 10/04/2024 10.00 P,PUT RIVIAN AUTOMOTIVE IN$10 EXP 10/04/24,10,,,$0.00 
10/07/2024 as of 10/04/2024,Expired,LCID 10/04/2024 3.00 P,PUT LUCID GROUP INC $3 EXP 10/04/24,40,,,$0.00 
10/11/2024 as of 10/10/2024,Stock Split,SCHX,SCHWAB US LARGE CAP ETF,535,,,$0.00 
10/11/2024 as of 10/10/2024,Stock Split,FNDX,SCHWAB FUNDMNTL US LARGECOM ETF,588,1.19,,$0.00 
10/14/2024 as of 10/10/2024,Cash In Lieu,SCHX,SCHWAB US LARGE CAP ETF,,,,$0.73 
10/14/2024 as of 10/10/2024,Cash In Lieu,FNDX,SCHWAB FUNDMNTL US LARGECOM ETF,,,,$1.03 
10/14/2024 as of 10/11/2024,Buy,RUN,SUNRUN INC,"2,000",0.8,,"($1,600.00)"
10/14/2024 as of 10/11/2024,Expired,LCID 10/11/2024 3.00 P,PUT LUCID GROUP INC $3 EXP 10/11/24,50,,,$0.00 
10/14/2024 as of 10/11/2024,Assigned,RUN 10/11/2024 16.00 P,PUT SUNRUN INC $16 EXP 10/11/24,20,,,$0.00 
10/16/2024 as of 10/15/2024,Bank Interest,,BANK INT ...524 SCHWAB BANK,,,,$2.85 
10/16/2024 as of 10/15/2024,Bank Interest,,BANK INT ...524 SCHWAB PREMIER BANK,,,,$2.29 
10/25/2024 as of 10/24/2024,MoneyLink Transfer,,Tfr TD BANK,,,,"$4,987.50 "
10/28/2024 as of 10/25/2024,Expired,RUN 10/25/2024 12.50 P,PUT SUNRUN INC $12.5 EXP 10/25/24,20,,,$0.00 
10/28/2024 as of 10/25/2024,Expired,NVDA 10/25/2024 150.00 C,CALL NVIDIA CORP $150 EXP 10/25/24,5,,,$0.00 
10/28/2024 as of 10/25/2024,MoneyLink Transfer,,Tfr TD BANK,,,,"$4,999.00 "
10/29/2024 as of 10/28/2024,MoneyLink Transfer,,Tfr TD BANK,,,,"$4,997.75 "
11/04/2024 as of 11/01/2024,Expired,NVDA 11/01/2024 145.00 C,CALL NVIDIA CORP $145 EXP 11/01/24,5,,,$0.00 
11/04/2024 as of 11/01/2024,Expired,INTC 11/01/2024 21.00 P,PUT INTEL CORP $21 EXP 11/01/24,20,,,$0.00 
11/04/2024 as of 11/01/2024,Expired,GME 11/01/2024 19.00 P,PUT GAMESTOP CORP NEW $19 EXP 11/01/24,20,,,$0.00 
11/11/2024 as of 11/08/2024,Expired,RUN 11/08/2024 16.00 C,CALL SUNRUN INC $16 EXP 11/08/24,20,,,$0.00 
11/11/2024 as of 11/08/2024,Expired,RIVN 11/08/2024 9.00 P,PUT RIVIAN AUTOMOTIVE IN$9 EXP 11/08/24,50,,,$0.00 
11/18/2024 as of 11/15/2024,Bank Interest,,BANK INT ...524 SCHWAB PREMIER BANK,,,,$1.84 
11/18/2024 as of 11/15/2024,Bank Interest,,BANK INT ...524 SCHWAB BANK,,,,$6.32 
11/18/2024 as of 11/15/2024,Expired,MSTX 11/15/2024 45.00 P,PUT TIBAL DEF DLY TGT $45 EXP 11/15/24,20,,,$0.00 
11/18/2024 as of 11/15/2024,Expired,MSTX 11/15/2024 37.00 P,PUT TIBAL DEF DLY TGT $37 EXP 11/15/24,20,,,$0.00 
11/18/2024 as of 11/15/2024,Expired,SOUN 11/15/2024 5.50 P,PUT SOUNDHOUND AI INC $5.5 EXP 11/15/24,100,,,$0.00 
11/18/2024 as of 11/15/2024,Expired,INTC 11/15/2024 21.00 P,PUT INTEL CORP $21 EXP 11/15/24,15,,,$0.00 
11/21/2024 as of 11/20/2024,MoneyLink Transfer,,Tfr TD BANK,,,,"$1,200.00 "
11/25/2024 as of 11/22/2024,Sell,SOFI,SOFI TECHNOLOGIES INC,"2,000",0.58,$0.97 ,"$1,149.95 "
11/25/2024 as of 11/22/2024,Expired,RUN 11/22/2024 9.50 P,PUT SUNRUN INC $9.5 EXP 11/22/24,40,,,$0.00 
11/25/2024 as of 11/22/2024,Assigned,SOFI 11/22/2024 11.50 C,CALL SOFI TECHNOLOGIES I$11.5 EXP 11/22/24,20,,,$0.00 
12/09/2024 as of 12/06/2024,Expired,ACHR 12/06/2024 6.00 P,PUT ARCHER AVIATION INC $6 EXP 12/06/24,3,,,$0.00 
12/11/2024 as of 12/10/2024,Stock Split,WIT,WIPRO LTD FSPONSORED ADR 1 ADR REPS 1 ORD SHS,58,0.18,,$0.00 
12/12/2024 as of 12/10/2024,Cash In Lieu,WIT,WIPRO LTD FSPONSORED ADR 1 ADR REPS 1 ORD SHS,,,,$0.00 
12/16/2024 as of 12/13/2024,Expired,LCID 12/13/2024 2.00 P,PUT LUCID GROUP INC $2 EXP 12/13/24,100,,,$0.00 
12/16/2024 as of 12/15/2024,Bank Interest,,BANK INT ...524 SCHWAB PREMIER BANK,,,,$1.02 
12/16/2024 as of 12/15/2024,Bank Interest,,BANK INT ...524 SCHWAB BANK,,,,$3.42 
12/23/2024 as of 12/20/2024,Expired,WULF 12/20/2024 6.50 P,PUT TERAWULF INC $6.5 EXP 12/20/24,50,,,$0.00 
12/23/2024 as of 12/20/2024,Expired,SQQQ 12/20/2024 29.50 P,PUT PROSHARES TR $29.5 EXP 12/20/24,50,,,$0.00 
12/23/2024 as of 12/20/2024,Expired,MSTX 12/20/2024 78.00 P,PUT TIBAL DEF DLY TGT $78 EXP 12/20/24,35,,,$0.00 
12/23/2024 as of 12/20/2024,Expired,MSTX 12/20/2024 55.00 P,PUT TIBAL DEF DLY TGT $55 EXP 12/20/24,10,,,$0.00 
12/23/2024 as of 12/20/2024,Expired,NVDX 12/20/2024 16.00 P,PUT TREX 2X LONG NVDA $16 EXP 12/20/24,20,,,$0.00 
12/23/2024 as of 12/20/2024,Assigned,MSTX 12/20/2024 78.00 P,PUT TIBAL DEF DLY TGT $78 EXP 12/20/24,5,,,$0.00 
12/23/2024 as of 12/20/2024,Buy,MSTX,DEFIANCE DAILY TRGT 2X LNG MSTR ETF,500,3.9,,"($1,950.00)"
12/30/2024 as of 12/27/2024,Buy,MSTX,DEFIANCE DAILY TRGT 2X LNG MSTR ETF,"1,000",3.75,,"($3,750.00)"
12/30/2024 as of 12/27/2024,Buy,KOLD,PROSHARES ULTRASHORT BLMNAT ETF,500,2.5,,"($1,250.00)"
12/30/2024 as of 12/27/2024,Buy,WULF,TERAWULF INC,"10,000",0.33,,"($3,250.00)"
12/30/2024 as of 12/27/2024,Expired,INTC 12/27/2024 18.50 P,PUT INTEL CORP $18.5 EXP 12/27/24,40,,,$0.00 
12/30/2024 as of 12/27/2024,Expired,BOIL 12/27/2024 36.00 P,PUT PROSHARES TR II ULTR$36 EXP 12/27/24,5,,,$0.00 
12/30/2024 as of 12/27/2024,Expired,SOUN 12/27/2024 5.50 P,PUT SOUNDHOUND AI INC $5.5 EXP 12/27/24,100,,,$0.00 
12/30/2024 as of 12/27/2024,Expired,NVDA 12/27/2024 150.00 C,CALL NVIDIA CORP $150 EXP 12/27/24,5,,,$0.00 
12/30/2024 as of 12/27/2024,Assigned,MSTX 12/27/2024 75.00 P,PUT TIBAL DEF DLY TGT $75 EXP 12/27/24,10,,,$0.00 
12/30/2024 as of 12/27/2024,Assigned,KOLD 12/27/2024 50.00 P,PUT PROSHARES ULTRASHORT$50 EXP 12/27/24,5,,,$0.00 
12/30/2024 as of 12/27/2024,Assigned,WULF 12/27/2024 6.50 P,PUT TERAWULF INC $6.5 EXP 12/27/24,100,,,$0.00 
